Word TrueLabel
is O
characterised O
by O
laminated O
quartz B-ROCK
veins I-ROCK
altered O
granodiorite B-ROCK
clasts O
arsenopyrite B-MINERAL
pyrrhotite B-MINERAL
pyrite B-MINERAL
sericite B-MINERAL
biotite B-MINERAL
chlorite B-MINERAL
fine O
grained O
gold B-MINERAL
. O

The O
surrounding O
altered O
host O
rock O
contains O
arsenopyrite B-MINERAL
pyrrhotite B-MINERAL
pyrite B-MINERAL
. O

Visible O
gold B-MINERAL
when O
present O
is O
often O
spatially O
associated O
with O
galena B-MINERAL
. O

Marlin O
is O
characterised O
by O
high O
carbonate O
content O
in O
the O
vein O
with O
a O
carbonate B-ROCK
breccia I-ROCK
commonly O
found O
in O
the O
hanging O
wall O
. O

The O
Bullen O
and O
Bullen O
West O
deposits O
are O
interpreted O
to O
be O
cross O
- O
link O
structures O
between O
major O
north O
- O
south O
structures O
within O
the O
predominantly O
basaltic O
sequence O
of O
the O
Woolyeenyer B-STRAT
Formation I-STRAT
. O

The O
deposits O
occur O
within O
an O
area O
known O
as O
the O
Mainfield O
, O
due O
to O
the O
historical O
significance O
of O
the O
gold B-MINERAL
production O
from O
the O
associated O
north O
- O
south O
structures O
, O
which O
bound O
the O
Bullen B-ORE_DEPOSIT
and O
Bullen B-ORE_DEPOSIT
West I-ORE_DEPOSIT
deposits O
. O

The O
stratigraphy O
is O
dominated O
by O
monotonous O
pillow B-ROCK
basalts I-ROCK
of O
the O
Woolyeenyer B-STRAT
formation I-STRAT
, O
which O
dip O
to O
the O
west O
at O
approximately O
60 O
0 O
, O
and O
have O
a O
northerly O
strike O
. O

There O
are O
also O
a O
number O
of O
poorly O
differentiated O
gabbros B-ROCK
, O
which O
intrude O
the O
sequence O
, O
previously O
one O
of O
these O
was O
thought O
to O
host O
the O
Bullen B-ORE_DEPOSIT
deposit O
but O
it O
is O
now O
thought O
to O
be O
an O
alteration O
product O
by O
the O
mineralising O
fluids O
of O
the O
pillowed B-ROCK
basalts I-ROCK
. O

Intrusive O
felsic B-ROCK
porphyries I-ROCK
post O
date O
and O
cut O
all O
basalts B-ROCK
and O
gabbros B-ROCK
, O
and O
typically O
have O
a O
60 O
0 O
strike O
with O
a O
40 O
0 O
- O
50 O
0 O
dip O
to O
the O
northwest O
. O

The O
predominant O
structures O
in O
the O
Bullen O
area O
are O
the O
north O
south O
trending O
, O
east O
dipping O
structures O
that O
host O
most O
of O
the O
historic O
gold B-MINERAL
production O
from O
the O
Norseman O
area O
. O

The O
Bullen O
vein O
itself O
is O
a O
combination O
of O
laminated O
and O
massive O
quartz B-MINERAL
. O

The O
vein O
is O
continuous O
in O
the O
upper O
parts O
of O
the O
Bullen O
deposit O
but O
occasionally O
narrows O
down O
to O
only O
a O
few O
centimetres O
with O
strong O
biotite B-MINERAL
alteration O
in O
parts O
as O
the O
strike O
length O
increases O
at O
depth O
. O

Gold B-MINERAL
mineralisation O
is O
found O
as O
coarse O
free O
gold B-MINERAL
most O
commonly O
associated O
with O
laminated O
quartz B-MINERAL
, O
pyrite B-MINERAL
, O
pyrrhotite B-MINERAL
, O
galena B-MINERAL
, O
sphalerite B-MINERAL
, O
biotite B-MINERAL
and O
scheelite B-MINERAL
. O

Although O
free O
gold B-MINERAL
is O
occasionally O
found O
within O
massive O
quartz B-MINERAL
, O
and O
may O
be O
associated O
with O
pyrrhotite B-MINERAL
, O
chalcopyrite B-MINERAL
, O
chlorite B-MINERAL
and O
calcite B-MINERAL
, O
these O
sections O
are O
typically O
discontinuous O
and O
do O
not O
contribute O
significantly O
to O
the O
gold B-MINERAL
production O
at O
Bullen O
. O

The O
mineralised O
quartz B-ROCK
vein I-ROCK
is O
typically O
thinner O
at O
Bullen O
West O
, O
with O
an O
average O
thickness O
of O
0 O
. O

The O
vein O
occasionally O
pinches O
out O
to O
a O
narrow O
shear O
zone O
with O
very O
thin O
and O
patchy O
quartzcarbonate O
veining O
, O
or O
may O
develop O
as O
a O
thicker O
section O
up O
to O
1 O
m O
thick O
of O
poorly O
mineralised O
thin O
quartz B-MINERAL
massive O
quartz B-ROCK
veins I-ROCK
within O
biotite B-MINERAL
- O
altered O
basalt B-ROCK
. O

Mineral O
associations O
are O
similar O
at O
Bullen O
West O
to O
those O
found O
at O
Bullen O
except O
for O
the O
notable O
additional O
presence O
of O
arsenopyrite B-MINERAL
. O

Arsenopyrite B-MINERAL
is O
commonly O
found O
within O
a O
very O
thin O
alteration O
halo O
1 O
- O
2 O
cm O
thick O
surrounding O
the O
vein O
and O
also O
along O
laminations O
within O
the O
quartz B-ROCK
vein I-ROCK
. O

Mineralisation O
of O
the O
Bluebird O
Shear O
is O
typically O
high O
grade O
with O
significant O
free O
visible O
gold B-MINERAL
. O

Gold B-MINERAL
mineralisation O
in O
this O
section O
exists O
within O
the O
biotite B-MINERAL
- O
altered O
section O
of O
the O
shear O
adjacent O
to O
the O
quartz B-ROCK
vein I-ROCK
occurring O
, O
as O
patchy O
free O
gold B-MINERAL
and O
/ O
or O
closely O
associated O
with O
sulphide B-MINERAL
mineralisation O
. O

On O
the O
eastern O
side O
of O
the O
Bluebird O
Shear O
Bullen O
side O
the O
quartz B-MINERAL
is O
a O
combination O
of O
laminated O
, O
massive O
and O
sometimes O
with O
a O
dark O
glassy O
appearance O
. O

The O
very O
brittle O
and O
dark O
glassy O
appearance O
of O
the O
quartz B-MINERAL
is O
very O
similar O
to O
that O
of O
quartz B-MINERAL
found O
elsewhere O
under O
significant O
stress O
. O

Gold B-MINERAL
mineralisation O
most O
commonly O
occurs O
as O
coarse O
free O
gold B-MINERAL
associated O
with O
pyrite B-MINERAL
and O
galena B-MINERAL
in O
this O
zone O
. O

The O
Mararoa O
reef O
in O
appearance O
is O
laminated O
quartz B-MINERAL
veining O
with O
average O
thickness O
approximately O
two O
metres O
TRUE O
width O
and O
generally O
grades O
approximately O
8 O
g O
/ O
t O
. O

Accessory O
minerals O
are O
the O
same O
as O
the O
Bluebird O
link O
and O
the O
Bullen O
West O
, O
trace O
tellurides B-MINERAL
have O
been O
reported O
in O
the O
past O
. O

Free O
gold B-MINERAL
is O
common O
and O
accessory O
sulphides B-MINERAL
. O

The O
host O
rock O
types O
are O
pillowed B-ROCK
basalts I-ROCK
and O
porphyries B-ROCK
, O
the O
same O
geology O
as O
the O
Bullen O
and O
Bullen O
West O
system O
. O

The O
aim O
of O
the O
review O
is O
to O
define O
all O
areas O
of O
surface O
geochemical O
anomalism O
and O
determine O
if O
the O
potential O
for O
economic O
gold B-MINERAL
mineralisation O
has O
been O
tested O
. O

Samples O
were O
analysed O
for O
gold B-MINERAL
Leachwell O
method O
/ O
ICP O
Optical O
Spectrometry O
by O
KalAssay O
Laboratories O
in O
Kalgoorlie B-LOCATION
. O

The O
north O
- O
northeast O
trending O
Deep O
Well O
Shear O
Zone O
cuts O
through O
the O
southern O
part O
of O
the O
project O
area O
, O
representing O
a O
prospective O
target O
for O
gold B-MINERAL
and O
base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
mineralisation O
. O

The O
project O
area O
covers O
greenstone B-ROCK
and O
granite B-ROCK
terrain O
of O
the O
Norseman B-LOCATION
- O
Wiluna B-LOCATION
greenstone B-STRAT
belt I-STRAT
, O
in O
a O
region O
known O
for O
its O
rich O
endowment O
of O
mineral O
deposits O
. O

The O
Teutonic B-LOCATION
Bore I-LOCATION
and O
Jaguar B-LOCATION
volcanicassociated O
massive O
sulphide B-MINERAL
VMS B-ORE_DEPOSIT
copper B-ORE_DEPOSIT
zinc I-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
are O
located O
about O
10 O
kilometres O
to O
the O
west O
of O
the O
project O
area O
. O

All O
of O
these O
deposits O
are O
in O
close O
proximity O
to O
the O
Keith O
Kilkenny O
Tectonic O
Zone O
, O
a O
trans O
- O
cratonic O
structure O
associated O
with O
nickel B-MINERAL
copper B-MINERAL
mineralisation O
, O
copper B-MINERAL
zinc I-MINERAL
mineralisation O
and O
major O
gold B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
at O
various O
centres O
along O
its O
entire O
length O
. O

It O
is O
a O
typical O
Archaean B-TIMESCALE
granite B-ROCK
- O
greenstone B-ROCK
terrain O
characterised O
by O
large O
areas O
of O
granitoid B-ROCK
and O
broad O
to O
narrow O
, O
linear O
and O
arcuate O
belts O
of O
greenstone B-ROCK
. O

The O
greenstones B-ROCK
are O
deformed O
and O
metamorphosed O
to O
greenschist B-ROCK
facies I-ROCK
or O
higher O
and O
comprise O
thick O
mafic B-ROCK
ultramafic I-ROCK
volcanic I-ROCK
sequences I-ROCK
and O
intrusives O
, O
felsic B-ROCK
and I-ROCK
intermediate I-ROCK
volcanic I-ROCK
sequences I-ROCK
pelitic I-ROCK
and I-ROCK
psammitic I-ROCK
sedimentary I-ROCK
sequences I-ROCK
and O
inter O
- O
bedded O
chert B-ROCK
, O
banded B-ROCK
iron I-ROCK
formation I-ROCK
and O
shale B-ROCK
. O

Granitoid B-ROCK
intrusions O
and O
regional O
deformation O
involving O
multiple O
episodes O
of O
folding O
and O
strike O
faulting O
have O
disrupted O
the O
greenstone B-ROCK
sequences I-ROCK
. O

2 O
Project O
Geology O
The O
Brilliant O
Well O
tenements O
straddle O
the O
contact O
between O
the O
extensive O
Bundarra O
granite B-ROCK
pluton O
, O
a O
large O
body O
of O
biotite B-MINERAL
monzogranite B-ROCK
, O
and O
greenstone B-ROCK
stratigraphy O
to O
the O
west O
Figure O
3 O
. O

Most O
of O
the O
project O
area O
is O
covered O
by O
a O
thin O
to O
moderately O
thick O
cover O
of O
transported O
material O
, O
associated O
with O
the O
surface O
drainage O
pattern O
in O
the O
area O
and O
apart O
from O
a O
few O
granite B-ROCK
outcrops O
in O
the O
northern O
and O
central O
parts O
of O
E37 O
/ O
831 O
the O
underlying O
Archaean O
geology O
is O
not O
exposed O
. O

Previous O
drilling O
, O
particularly O
in O
the O
northwest O
near O
Christmas O
Well O
, O
identified O
gold B-MINERAL
anomalies O
possibly O
associated O
with O
northwest O
- O
southeast O
structures O
, O
indicating O
that O
the O
granite B-ROCK
terrain O
is O
prospective O
for O
gold B-MINERAL
. O

In O
the O
west O
and O
particularly O
the O
southwest O
, O
both O
granitoid B-ROCK
and O
greenstone B-ROCK
rocks I-ROCK
are O
present O
. O

Alteration O
zones O
intersected O
in O
previous O
shallow O
drilling O
within O
the O
Deep O
Well O
Shear O
Zone O
are O
characterised O
by O
sericite B-MINERAL
, O
quartz B-MINERAL
veining O
and O
minor O
oxidised O
sulphide B-MINERAL
. O

Interpretation O
of O
aeromagnetic O
data O
has O
also O
identified O
several O
other O
prominent O
structures O
at O
various O
orientations O
, O
which O
intersect O
the O
Deep O
Well O
Shear O
Zone O
and O
may O
be O
prospective O
for O
gold B-MINERAL
. O

In O
the O
north O
eastern O
part O
of O
E37 O
/ O
820 O
, O
a O
prominent O
series O
of O
aeromagnetic O
highs O
, O
has O
been O
interpreted O
to O
represent O
a O
greenstone B-ROCK
mass O
composed O
of O
folded O
layered O
mafic B-ROCK
sills I-ROCK
within O
granite B-ROCK
. O

A O
series O
of O
thrusts O
are O
interpreted O
to O
have O
broken O
up O
the O
greenstone B-ROCK
mass O
adding O
to O
the O
structural O
complexity O
of O
the O
area O
. O

Several O
areas O
were O
highlighted O
for O
gold B-MINERAL
, O
nickel B-MINERAL
and O
base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
exploration O
potential O
and O
a O
number O
of O
drill O
targets O
outlined O
. O

The O
geophysical O
interpretation O
outlined O
14 O
targets O
, O
12 O
of O
these O
for O
gold B-MINERAL
. O

Hawkestones O
drilling O
tested O
concealed O
aeromagnetic O
anomalies O
and O
intersected O
quartz B-MINERAL
- O
magnetite B-ROCK
diorite I-ROCK
and O
gabbro B-ROCK
but O
no O
mineralisation O
. O

Between O
1989 O
and O
1991 O
Golden O
Deeps O
Ltd O
and O
Placer O
Exploration O
Ltd O
in O
joint O
venture O
, O
carried O
out O
regional O
exploration O
mainly O
outside O
of O
the O
project O
area O
and O
identified O
northeast O
- O
southwest O
trending O
, O
gold B-MINERAL
bearing O
gossanous O
quartz B-MINERAL
veining O
about O
2 O
kilometres O
east O
of O
Deep O
Well O
. O

The O
exact O
position O
of O
the O
occurrence O
is O
unknown O
, O
but O
may O
occur O
in O
granite B-ROCK
just O
outside O
of O
the O
southern O
boundary O
of O
E37 O
/ O
820 O
. O

A O
gold B-ROCK
and O
arsenic O
trend O
coincident O
with O
the O
interpreted O
position O
of O
the O
Deep O
Well O
Shear O
Zone O
was O
defined O
by O
the O
drilling O
and O
anomalous O
silver O
, O
copper O
and O
zinc O
values O
were O
also O
intersected O
. O

In O
summary O
the O
Brilliant O
Well O
project O
covers O
a O
large O
area O
of O
Archaean B-TIMESCALE
granite B-ROCK
greenstone I-ROCK
terrain O
within O
a O
mineralised O
province O
well O
known O
for O
its O
deposits O
of O
gold B-MINERAL
, O
nickel B-MINERAL
and O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
. O

7 O
g O
/ O
t O
Ag O
, O
arsenic O
and O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
are O
also O
associated O
with O
this O
goldanomalous O
structure O
. O

The O
lithologies O
intersected O
and O
identified O
during O
the O
drilling O
were O
similar O
to O
the O
lithologies O
found O
in O
the O
Teutonic O
Bore O
sequence O
, O
comprising O
an O
intercalated B-ROCK
bimodal I-ROCK
volcanic I-ROCK
sequence I-ROCK
with O
an O
associated O
metasediment B-ROCK
package I-ROCK
. O

Of O
the O
previous O
exploration O
data O
that O
is O
available O
, O
the O
VHMS B-ORE_DEPOSIT
base I-ORE_DEPOSIT
metal I-ORE_DEPOSIT
exploration O
, O
conducted O
as O
part O
of O
the O
Teutonic O
Bore O
Base B-ORE_DEPOSIT
Metal I-ORE_DEPOSIT
Project O
is O
of O
most O
interest O
and O
is O
briefly O
reviewed O
below O
. O

Although O
most O
of O
these O
tenements O
seem O
to O
be O
underlain O
by O
granite B-ROCK
a O
considerable O
amount O
of O
historic O
exploration O
has O
been O
carried O
out O
and O
is O
tabulated O
in O
Table O
4 O
. O

Exploration O
for O
diamonds B-MINERAL
was O
completed O
in O
the O
1990s O
over O
both O
tenements O
. O

Exploration O
for O
gold B-MINERAL
was O
carried O
out O
on O
historic O
E37 O
/ O
449 O
and O
448 O
see O
I O
13320 O
hydro O
- O
geochemical O
sampling O
from O
24 O
shallow O
aircore O
holes O
, O
soil O
sampling O
followed O
up O
by O
vacuum O
drilling O
was O
completed O
. O

This O
work O
indicates O
that O
the O
greenstone B-ROCK
sequence I-ROCK
, O
including O
the O
prospective O
felsic O
- O
mafic O
volcanic O
package O
, O
which O
hosts O
the O
Teutonic B-LOCATION
Bore I-LOCATION
VHMS B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
, O
continues O
into O
the O
Charlie O
Chicks O
area O
and O
consequently O
this O
area O
is O
prospective O
for O
such O
base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
. O

Re O
- O
testing O
of O
this O
target O
with O
the O
final O
hole O
intersected O
a O
thick O
sulphidic O
and O
graphitic O
shale B-ROCK
/ O
chert I-ROCK
horizon O
, O
which O
was O
interpreted O
to O
be O
the O
source O
of O
the O
conductor O
. O

This O
unit O
was O
barren O
of O
any O
significant O
base B-ORE_DEPOSIT
metal I-ORE_DEPOSIT
or O
gold B-MINERAL
values O
. O

Location O
: O
Lady O
Mary O
project O
lies O
partly O
within O
the O
Menzies B-LOCATION
townsite I-LOCATION
and O
extends O
several O
kilometres O
to O
the O
south O
. O

It O
is O
located O
just O
east O
of O
the O
Goldfields B-LOCATION
Highway I-LOCATION
, O
about O
120 O
kilometres O
north O
of O
Kalgoorlie B-LOCATION
in O
the O
Eastern B-LOCATION
Goldfields I-LOCATION
region O
of O
Western B-LOCATION
Australia I-LOCATION
. O

The O
project O
falls O
within O
the O
central O
part O
of O
the O
Norseman B-LOCATION
- O
Wiluna B-LOCATION
Greenstone B-STRAT
Belt I-STRAT
of O
the O
Archaean B-TIMESCALE
Yilgarn B-LOCATION
block O
, O
predominantly O
over O
ultramafic B-ROCK
mafic I-ROCK
volcanics I-ROCK
of O
the O
Eastern O
tectono O
- O
stratigraphic O
domain O
and O
adjacent O
to O
the O
regional O
Menzies B-LOCATION
Shear O
Zone O
. O

Results O
: O
Further O
exploration O
for O
gold B-MINERAL
is O
warranted O
. O

The O
Lady O
Mary O
project O
lies O
partly O
within O
the O
Menzies B-LOCATION
townsite O
and O
extends O
several O
kilometres O
to O
the O
south O
. O

It O
is O
located O
just O
east O
of O
the O
main O
Goldfields O
Highway O
, O
about O
120 O
kilometres O
north O
of O
Kalgoorlie B-LOCATION
in O
the O
Eastern B-LOCATION
Goldfields I-LOCATION
region I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
Figure O
1 O
. O

Project O
Location O
Figure O
1 O
The O
project O
area O
lies O
within O
the O
old O
gold B-MINERAL
mining O
centre O
of O
Menzies B-LOCATION
, O
which O
has O
recorded O
production O
of O
25 O
. O

6 O
tonnes O
of O
gold B-MINERAL
824,000 O
ounces O
up O
to O
1988 O
. O

The O
- O
2 O
- O
historic O
Lady B-LOCATION
Shenton I-LOCATION
mine I-LOCATION
, O
which O
produced O
about O
5 O
. O

85 O
tonnes O
of O
gold B-MINERAL
188,000 O
ounces O
between O
1897 O
and O
1942 O
at O
a O
very O
high O
recovered O
grade O
of O
34 O
. O

Access O
is O
excellent O
, O
being O
adjacent O
to O
the O
main O
Goldfields O
Highway O
between O
Kalgoorlie B-LOCATION
and O
Leonora B-LOCATION
, O
and O
partly O
within O
the O
Menzies B-LOCATION
townsite O
. O

The O
two O
prospecting O
licences O
cover O
an O
area O
of O
235 O
hectares O
Figure O
2 O
over O
vacant O
crown O
land O
, O
in O
the O
Menzies B-LOCATION
District O
of O
the O
North B-LOCATION
Coolgardie I-LOCATION
Goldfield I-LOCATION
. O

Only O
limited O
surface O
evaluation O
and O
shallow O
drilling O
has O
been O
conducted O
to O
date O
within O
the O
project O
area O
, O
despite O
the O
presence O
of O
soil O
geochemical O
anomalies O
and O
old O
gold B-MINERAL
workings O
. O

The O
Lady O
Mary O
project O
tenements O
are O
located O
immediately O
south O
- O
southeast O
of O
the O
town O
of O
Menzies B-LOCATION
in O
the O
Eastern B-LOCATION
Goldfields I-LOCATION
Province I-LOCATION
of O
the O
Archaean B-TIMESCALE
Yilgarn B-LOCATION
Block O
. O

They O
lie O
over O
greenstones B-ROCK
of O
the O
Eastern O
Domain O
, O
in O
the O
central O
part O
of O
the O
NorsemanWiluna O
Belt O
of O
the O
Archaean B-TIMESCALE
Yilgarn B-LOCATION
Craton I-LOCATION
. O

Immediately O
north O
of O
the O
town O
this O
shear O
zone O
splits O
into O
two O
: O
a O
north O
- O
north O
west O
trending O
structure O
that O
extends O
through O
the O
Twin B-LOCATION
Hills I-LOCATION
area O
and O
a O
north O
- O
north O
easterly O
structure O
that O
extends O
through O
the O
Leonora B-LOCATION
area O
. O

To O
the O
east O
the O
greenstones B-ROCK
abut O
and O
are O
interlayered O
with O
the O
sheared O
granitic B-ROCK
rocks I-ROCK
of O
the O
regional O
Moriarty O
Shear O
Zone O
. O

To O
the O
north O
the O
greenstones B-ROCK
have O
been O
extensively O
intruded O
by O
the O
foliated O
Jorgenson B-STRAT
Monzogranite I-STRAT
and O
to O
the O
south O
are O
intruded O
by O
the O
Comet B-STRAT
Vale I-STRAT
Monzogranite I-STRAT
. O

The O
major O
gold B-MINERAL
mines O
at O
Menzies B-LOCATION
are O
developed O
along O
and O
just O
east O
of O
the O
Menzies O
Shear O
Zone O
, O
within O
narrow O
individual O
shears O
with O
gold B-MINERAL
contained O
in O
and O
adjacent O
to O
quartz B-MINERAL
- O
sulphide B-MINERAL
veins O
. O

The O
earliest O
exploration O
would O
have O
been O
by O
prospectors O
and O
this O
is O
reflected O
by O
the O
presence O
of O
numerous O
small O
historical O
gold B-MINERAL
prospecting O
pits O
scattered O
across O
the O
project O
area O
, O
including O
the O
shallow O
workings O
within O
former O
GML3121Z O
which O
were O
operated O
by O
the O
Menzies O
Lady O
Mary O
Gold B-MINERAL
Mining O
Company O
Ltd O
in O
1897 O
. O

The O
area O
was O
held O
during O
the O
1970s O
by O
CRA O
as O
part O
of O
their O
regional O
nickel B-MINERAL
exploration O
programme O
, O
and O
then O
in O
the O
late O
1980s O
by O
Amair O
Pty O
Ltd O
and O
Camborne O
Resource O
Corp O
NL O
, O
but O
little O
work O
was O
reported O
for O
the O
current O
project O
area O
. O

These O
structures O
were O
interpreted O
as O
linking O
the O
Menzies B-LOCATION
Shear O
Zone O
with O
the O
Moriarty O
Shear O
Zone O
and O
were O
considered O
to O
be O
at O
least O
in O
part O
dilational O
, O
and O
thus O
potentially O
mineralised O
targets O
. O

From O
1995 O
to O
1996 O
, O
Dalrymple O
completed O
minor O
lag O
and O
mine O
dump O
sampling O
, O
soil O
sampling O
maximum O
16ppb O
gold B-MINERAL
and O
geological O
mapping O
at O
a O
scale O
of O
1 O
: O
5,000 O
not O
available O
. O

From O
1996 O
to O
2000 O
, O
the O
area O
was O
held O
by O
Paddington O
Gold B-MINERAL
Pty O
Ltd O
as O
part O
of O
their O
regional O
Menzies B-LOCATION
gold B-MINERAL
- O
nickel B-MINERAL
- O
cobalt B-MINERAL
exploration O
but O
little O
work O
was O
carried O
out O
on O
the O
Lady O
Mary O
area O
. O

The O
results O
of O
both O
these O
programs O
successfully O
outlined O
anomalous O
coherent O
gold B-MINERAL
trends O
, O
as O
defined O
by O
a O
10ppb O
Au O
contour O
, O
with O
a O
strike O
length O
of O
approximately O
1,200 O
m O
. O

The O
question O
of O
structural O
controls O
on O
gold B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
needs O
to O
be O
considered O
with O
emphasis O
on O
the O
possibility O
of O
the O
tenements O
overlying O
parallel O
structures O
to O
those O
associated O
with O
the O
Lady O
Shenton O
mine O
, O
as O
reflected O
in O
the O
coherent O
soil O
and O
auger O
gold B-MINERAL
trend O
defined O
by O
the O
results O
of O
Amexs O
programs O
and O
the O
line O
of O
old O
workings O
. O

These O
represent O
valid O
exploration O
targets O
for O
similar O
high O
grade O
gold B-MINERAL
occurrences O
. O

Once O
the O
mapping O
and O
infill O
sampling O
have O
been O
completed O
the O
next O
stage O
should O
be O
rotary O
air O
blast O
drilling O
to O
weathered O
bedrock O
to O
evaluate O
the O
source O
of O
the O
gold B-MINERAL
in O
soil O
anomalies O
. O

The O
general O
geology O
of O
the O
Sandstone B-STRAT
Greenstone I-STRAT
Belt I-STRAT
has O
been O
described O
by O
the O
Geological O
Survey O
of O
Western B-LOCATION
Australia I-LOCATION
as O
part O
of O
the O
1 O
: O
250,000 O
sheet O
mapping O
program O
. O

The O
sandstone B-ROCK
area O
lies O
within O
the O
Southern B-LOCATION
Cross I-LOCATION
Province I-LOCATION
of O
the O
Archaean B-TIMESCALE
Yilgarn B-LOCATION
Craton I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
. O

The O
1 O
: O
250,000 O
maps O
show O
that O
the O
Sandstone B-STRAT
Greenstone I-STRAT
Belt I-STRAT
is O
a O
triangular O
enclave O
of O
greenstone B-ROCK
. O

The O
belt O
comprises O
thoeliitic B-ROCK
basalts I-ROCK
, O
with O
lesser O
amounts O
of O
dolerite B-ROCK
, O
BIF B-ROCK
, O
komatiites B-ROCK
, O
ultramafic B-ROCK
intrusives I-ROCK
and O
clastic O
sedimentary B-ROCK
rocks I-ROCK
Stewart O
et O
al O
. O

A O
thin O
veneer O
of O
alluvial B-ROCK
sand I-ROCK
which O
varied O
in O
thickness O
from O
3 O
to O
7 O
metres O
covered O
the O
area O
that O
was O
underlain O
by O
a O
mixed O
sequence O
of O
dolerites B-ROCK
, O
porphyritic O
diorite B-ROCK
and O
basalt B-ROCK
. O

The O
tenement O
is O
located O
within O
the O
younger O
Archaean B-TIMESCALE
granitoids B-ROCK
mapped O
on O
the O
Hyden B-LOCATION
sheet O
, O
with O
significant O
Quaternary B-TIMESCALE
cover O
and O
drainage O
minimising O
outcrop O
. O

The O
tenement O
is O
located O
in O
the O
south O
eastern O
corner O
of O
the O
Hyden B-LOCATION
which O
lies O
within O
the O
Southern B-LOCATION
Cross I-LOCATION
province I-LOCATION
of O
the O
Archaean B-TIMESCALE
Yilgarn B-LOCATION
Craton I-LOCATION
. O

The O
southern O
portion O
of O
the O
Forrestania B-LOCATION
Greenstone B-STRAT
Belt I-STRAT
, O
which O
is O
the O
southern O
extension O
of O
the O
Southern B-LOCATION
Cross I-LOCATION
Greenstone B-STRAT
Belt I-STRAT
, O
lies O
17 O
km O
to O
the O
north O
. O

The O
tenement O
is O
located O
within O
the O
younger O
Archaean B-TIMESCALE
granitoids B-ROCK
, O
which O
make O
up O
the O
majority O
of O
the O
mapped O
outcrop O
on O
the O
Hyden B-LOCATION
. O

Extensive O
Quaternary B-TIMESCALE
cover O
and O
drainage O
material O
along O
with O
lateritic B-ROCK
duricrust I-ROCK
remnants O
consisting O
of O
white O
to O
yellow O
sand B-ROCK
with O
laterite B-ROCK
rocks B-ROCK
lie O
within O
the O
tenement O
boundary O
. O

The O
current O
drainage O
is O
towards O
the O
southwest B-LOCATION
draining O
into O
Lake B-LOCATION
Ace I-LOCATION
. O

There O
are O
small O
areas O
of O
granitic B-ROCK
rocks I-ROCK
in O
the O
south O
west O
and O
north O
east O
parts O
of O
e74 O
/ O
345 O
Forrestania B-LOCATION
South O
Project O
2006 O
annual O
report O
, O
however O
the O
anomalous O
aeromagnetic O
response O
, O
on O
which O
the O
exploration O
application O
was O
centred O
, O
is O
aligned O
and O
covered O
by O
the O
current O
drainage O
system O
. O

The O
lack O
of O
historic O
exploration O
, O
suitable O
outcrop O
, O
and O
large O
aeromagnetic O
response O
make O
this O
target O
attractive O
for O
buried O
nickel B-MINERAL
sulphide B-MINERAL
exploration O
. O

The O
new O
lode B-ORE_DEPOSIT
has O
been O
mined O
over O
a O
strike O
of O
50 O
m O
and O
to O
a O
depth O
of O
30 O
m O
. O

The O
lode B-ORE_DEPOSIT
has O
been O
intersected O
in O
drilling O
to O
the O
north O
and O
south O
, O
suggesting O
a O
strike O
length O
of O
at O
least O
75 O
m O
. O

The O
location O
of O
the O
prospect O
at O
the O
edge O
of O
a O
mid O
- O
Proterozoic B-TIMESCALE
sedimentary B-ROCK
basin O
abutting O
a O
basement O
high O
, O
and O
the O
presence O
of O
metalliferous B-ROCK
rocks I-ROCK
in O
hydrocarbons O
, O
suggest O
potential O
for O
sediment B-ROCK
hosted O
base B-ORE_DEPOSIT
metals I-ORE_DEPOSIT
mineralisation O
. O

Exploration O
showed O
that O
the O
carbonate B-MINERAL
sequence O
at O
Corktree O
is O
over O
300 O
metres O
thick O
. O

Correlations O
have O
been O
drawn O
from O
Sweetwaters B-STRAT
Well I-STRAT
member I-STRAT
of O
the O
Yelma B-STRAT
Formation I-STRAT
, O
which O
hosts O
primary O
MVT O
style O
Pb O
- O
Zn O
mineralisation O
in O
the O
main O
Earaheedy B-LOCATION
Basin I-LOCATION
to O
the O
east O
. O

During O
2010 O
reconnaissance O
mapping O
and O
sampling O
by O
PacMag O
was O
undertaken O
to O
assess O
the O
potential O
for O
Lead B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
and O
Zinc B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
. O

The O
area O
is O
of O
interest O
as O
it O
is O
mapped O
as O
outcropping O
Yelma B-STRAT
Formation I-STRAT
, O
one O
of O
the O
